name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrio fluvialis	676	S	39	35	74	0.00000
Vibrio vulnificus	672	S	38	4	42	0.00000
Vibrio cincinnatiensis	675	S	36	4	40	0.00000
Vibrio mangrovi	474394	S	35	0	35	0.00000
Vibrio nigripulchritudo	28173	S	35	9	44	0.00000
Vibrio splendidus	29497	S	31	29	60	0.00000
Vibrio cholerae	666	S	27	86	113	0.00000
Vibrio aerogenes	92172	S	25	0	25	0.00000
Vibrio scophthalmi	45658	S	22	8	30	0.00000
uncultured Vibrio sp.	114054	S	21	14	35	0.00000
Vibrio rarus	413403	S	18	0	18	0.00000
Vibrio furnissii	29494	S	17	6	23	0.00000
Vibrio quintilis	1117707	S	17	0	17	0.00000
Vibrio spartinae	1918945	S	17	1	18	0.00000
Vibrio ruber	184755	S	16	0	16	0.00000
Vibrio gallaecicus	552386	S	16	1	17	0.00000
Vibrio tapetis	52443	S	14	0	14	0.00000
Vibrio celticus	446372	S	14	9	23	0.00000
Vibrio astriarenae	1481923	S	13	0	13	0.00000
Vibrio plantisponsor	664643	S	12	0	12	0.00000
Vibrio gangliei	2077090	S	11	1	12	0.00000
Vibrio aquimaris	2587862	S	10	0	10	0.00000
Vibrio casei	673372	S	10	2	12	0.00000
Photobacterium damselae	38293	S	97	61	158	0.00000
Photobacterium sp. DA100	3027472	S	32	4	36	0.00000
Photobacterium sp. TLY01	2907534	S	25	5	30	0.00000
Photobacterium sp. TY1-4	2899122	S	16	4	20	0.00000
Photobacterium leiognathi	553611	S	21	5	26	0.00000
Salinivibrio kushneri	1908198	S	33	7	40	0.00000
Grimontia kaedaensis	2872157	S	19	1	20	0.00000
Grimontia hollisae	673	S	16	1	17	0.00000
Paraphotobacterium marinum	1755811	S	12	1	13	0.00000
Aeromonas veronii	654	S	149	152	301	0.00001
Aeromonas hydrophila	644	S	78	78	156	0.00000
Aeromonas schubertii	652	S	77	5	82	0.00000
Aeromonas sp. CA23	2033032	S	38	21	59	0.00000
Aeromonas sp. FDAARGOS 1414	2778063	S	15	43	58	0.00000
Aeromonas encheleia	73010	S	69	5	74	0.00000
Aeromonas media	651	S	51	21	72	0.00000
Aeromonas caviae	648	S	44	178	222	0.00001
Aeromonas dhakensis	196024	S	41	57	98	0.00000
Aeromonas salmonicida	645	S	31	17	48	0.00000
Aeromonas rivuli	648794	S	27	1	28	0.00000
Aeromonas enteropelogenes	29489	S	25	9	34	0.00000
Aeromonas simiae	218936	S	12	1	13	0.00000
Zobellella denitrificans	347534	S	79	1	80	0.00000
Oceanimonas pelagia	3028314	S	36	0	36	0.00000
Oceanimonas sp. GK1	511062	S	17	0	17	0.00000
uncultured Tolumonas sp.	263765	S	20	9	29	0.00000
Oceanisphaera avium	1903694	S	14	13	27	0.00000
Dongshaea marina	2047966	S	12	0	12	0.00000
Succinivibrio dextrinosolvens	83771	S	40	0	40	0.00000
Rheinheimera sp. MM224	3019969	S	168	0	168	0.00000
Rheinheimera sp. D18	2545632	S	37	4	41	0.00000
Rheinheimera sp. MMS21-TC3	3072790	S	11	1	12	0.00000
Rheinheimera sp. F8	1763998	S	10	0	10	0.00000
Thiocapsa sp.	2024551	S	47	0	47	0.00000
Thiocapsa bogorovii	521689	S	37	0	37	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	62	0	62	0.00000
Allochromatium vinosum	1049	S	31	1	32	0.00000
Allochromatium tepidum	553982	S	10	0	10	0.00000
Nitrosococcus watsonii	473531	S	10	17	27	0.00000
Candidatus Nitrosoglobus terrae	1630141	S	30	0	30	0.00000
Thiocystis violascens	73141	S	25	0	25	0.00000
Marichromatium purpuratum	37487	S	23	0	23	0.00000
Thioflavicoccus mobilis	80679	S	17	0	17	0.00000
Caldichromatium japonicum	2699430	S	10	0	10	0.00000
Thioalkalivibrio sp. K90mix	396595	S	105	8	113	0.00000
Thioalkalivibrio nitratireducens	186931	S	35	12	47	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	33	4	37	0.00000
Acidihalobacter ferrooxydans	1765967	S	74	0	74	0.00000
Acidihalobacter aeolianus	2792603	S	71	1	72	0.00000
Aquisalimonas sp. 2447	2740807	S	69	0	69	0.00000
Spiribacter halobius	2182432	S	38	0	38	0.00000
Ectothiorhodospira sp. BSL-9	1442136	S	26	4	30	0.00000
Ectothiorhodosinus mongolicus	233100	S	11	0	11	0.00000
Candidatus Endoriftia persephone	393765	S	49	1	50	0.00000
Candidatus Thiodiazotropha sp. CDECU1	3065865	S	12	0	12	0.00000
Wenzhouxiangella sp. AB-CW3	2771012	S	37	0	37	0.00000
Wenzhouxiangella marina	1579979	S	11	0	11	0.00000
Guyparkeria halophila	47960	S	29	0	29	0.00000
Sulfuriflexus mobilis	1811807	S	23	0	23	0.00000
Woeseia oceani	1548547	S	16	0	16	0.00000
Halothiobacillus diazotrophicus	1860122	S	13	0	13	0.00000
Acinetobacter sp. TTH0-4	1646498	S	31	4	35	0.00000
Acinetobacter sp. WCHAc010034	1879049	S	30	7	37	0.00000
Acinetobacter sp. Z1	2953738	S	18	2	20	0.00000
Acinetobacter sp. 10FS3-1	2563897	S	17	9	26	0.00000
Acinetobacter sp. Marseille-Q1620	2714110	S	16	0	16	0.00000
Acinetobacter sp. TR3	3003392	S	10	61	71	0.00000
Acinetobacter baumannii	470	S	64	352	416	0.00001
Acinetobacter pittii	48296	S	12	10	22	0.00000
Acinetobacter calcoaceticus	471	S	10	0	10	0.00000
Acinetobacter schindleri	108981	S	35	10	45	0.00000
Acinetobacter cumulans	2136182	S	35	7	42	0.00000
Acinetobacter indicus	756892	S	33	7	40	0.00000
Acinetobacter bouvetii	202951	S	21	0	21	0.00000
Acinetobacter shaoyimingii	2715164	S	17	0	17	0.00000
Acinetobacter lanii	2715163	S	13	0	13	0.00000
Acinetobacter venetianus	52133	S	11	2	13	0.00000
Psychrobacter sp. van23A	3064892	S	19	51	70	0.00000
Psychrobacter sp. DAB_AL43B	1028416	S	13	2	15	0.00000
Psychrobacter sp. P11F6	1699621	S	12	7	19	0.00000
Moraxella osloensis	34062	S	50	12	62	0.00000
Microbulbifer sp. YPW1	2745199	S	56	5	61	0.00000
Microbulbifer sp. THAF38	2587856	S	33	21	54	0.00000
Microbulbifer sp. VAAF005	3034230	S	18	22	40	0.00000
Microbulbifer sp. GL-2	2591606	S	17	3	20	0.00000
Microbulbifer sp. YPW16	2904242	S	17	0	17	0.00000
Microbulbifer elongatus	86173	S	98	8	106	0.00000
Microbulbifer thermotolerans	252514	S	61	1	62	0.00000
Microbulbifer celer	435905	S	24	1	25	0.00000
Microbulbifer aggregans	1769779	S	24	1	25	0.00000
Microbulbifer pacificus	407164	S	13	1	14	0.00000
Cellvibrio sp. PSBB006	1987723	S	110	0	110	0.00000
Cellvibrio sp. PSBB023	1945512	S	60	4	64	0.00000
Gilvimarinus sp. DA14	2956798	S	42	0	42	0.00000
Agarilytica rhodophyticola	1737490	S	40	0	40	0.00000
Teredinibacter purpureus	2731756	S	20	0	20	0.00000
Teredinibacter turnerae	2426	S	10	0	10	0.00000
Simiduia sp. 21SJ11W-1	2909669	S	26	0	26	0.00000
Marinimicrobium sp. C6131	3022676	S	20	0	20	0.00000
Marinagarivorans cellulosilyticus	2721545	S	13	0	13	0.00000
Spongiibacter nanhainus	2794344	S	123	3	126	0.00000
Zhongshania aliphaticivorans	1470434	S	10	0	10	0.00000
Congregibacter litoralis	393662	S	28	3	31	0.00000
Aequoribacter fuscus	2518989	S	27	1	28	0.00000
Halioglobus japonicus	930805	S	17	0	17	0.00000
Kineobactrum salinum	2708301	S	19	0	19	0.00000
Candidatus Paraluminiphilus aquimaris	2518994	S	17	0	17	0.00000
Haemophilus influenzae	727	S	83	9	92	0.00000
Haemophilus parainfluenzae	729	S	40	1	41	0.00000
Haemophilus pittmaniae	249188	S	27	0	27	0.00000
Haemophilus haemolyticus	726	S	20	1	21	0.00000
Haemophilus parahaemolyticus	735	S	11	0	11	0.00000
Pasteurella canis	753	S	133	4	137	0.00000
Pasteurella multocida	747	S	18	2	20	0.00000
Pasteurella dagmatis	754	S	18	0	18	0.00000
Gallibacterium salpingitidis	505341	S	74	0	74	0.00000
Gallibacterium anatis	750	S	43	2	45	0.00000
Actinobacillus equuli	718	S	10	30	40	0.00000
Aggregatibacter aphrophilus	732	S	37	2	39	0.00000
Aggregatibacter actinomycetemcomitans	714	S	11	0	11	0.00000
Mannheimia haemolytica	75985	S	18	19	37	0.00000
Bisgaardia hudsonensis	109472	S	10	0	10	0.00000
Bibersteinia trehalosi	47735	S	10	82	92	0.00000
Thiomicrorhabdus sp.	2039724	S	50	2	52	0.00000
Thiomicrorhabdus aquaedulcis	2211106	S	48	1	49	0.00000
Thiomicrorhabdus indica	2267253	S	11	0	11	0.00000
Methylophaga pinxianii	2881052	S	46	18	64	0.00000
Methylophaga frappieri	754477	S	42	8	50	0.00000
Thiomicrospira sp. R3	3035472	S	33	0	33	0.00000
Thiomicrospira microaerophila	406020	S	32	2	34	0.00000
Thiomicrospira cyclica	147268	S	11	0	11	0.00000
Hydrogenovibrio crunogenus	39765	S	21	2	23	0.00000
Thiosulfativibrio zosterae	2675053	S	17	0	17	0.00000
Thiosulfatimonas sediminis	2675054	S	13	0	13	0.00000
Piscirickettsia salmonis	1238	S	10	0	10	0.00000
Thiothrix subterranea	2735563	S	41	3	44	0.00000
Thiothrix unzii	111769	S	25	3	28	0.00000
Candidatus Thiothrix anitrata	2823902	S	20	3	23	0.00000
Thiothrix litoralis	2891210	S	12	11	23	0.00000
Thiothrix winogradskyi	96472	S	11	1	12	0.00000
Francisella tularensis	263	S	31	4	35	0.00000
Cysteiniphilum sp. QT6929	2975055	S	11	0	11	0.00000
Methylomonas sp. LW13	107637	S	16	33	49	0.00000
Methylomonas sp. UP202	3040943	S	11	4	15	0.00000
Methylomonas sp. LL1	2785785	S	10	6	16	0.00000
Methylomonas methanica	421	S	17	3	20	0.00000
Methylomonas montana	3058963	S	17	8	25	0.00000
Methylomonas paludis	1173101	S	14	1	15	0.00000
Methylomonas rhizoryzae	2608981	S	11	2	13	0.00000
Methylomonas rapida	2963939	S	11	10	21	0.00000
Methylococcus sp. EFPC2	2812648	S	35	0	35	0.00000
Methylococcus capsulatus	414	S	27	13	40	0.00000
Methylococcus mesophilus	2993564	S	13	10	23	0.00000
Candidatus Methylospira mobilis	1808979	S	71	0	71	0.00000
Methylogaea oryzae	1295382	S	65	0	65	0.00000
Methylocaldum szegediense	73780	S	32	0	32	0.00000
Methylocaldum marinum	1432792	S	24	0	24	0.00000
Methylomicrobium album	39775	S	29	0	29	0.00000
Methylobacter sp. S3L5C	2839024	S	14	0	14	0.00000
Methylovulum psychrotolerans	1704499	S	15	0	15	0.00000
Methylomagnum ishizawai	1760988	S	12	0	12	0.00000
Methylomarinovum sp. IN45	2840183	S	29	1	30	0.00000
Methylomarinovum caldicuralii	438856	S	10	0	10	0.00000
Legionella sp. MW5194	2662448	S	61	0	61	0.00000
Legionella anisa	28082	S	44	0	44	0.00000
Legionella clemsonensis	1867846	S	36	0	36	0.00000
Legionella adelaidensis	45056	S	33	0	33	0.00000
Legionella oakridgensis	29423	S	23	0	23	0.00000
Legionella geestiana	45065	S	20	0	20	0.00000
Legionella pneumophila	446	S	15	0	15	0.00000
Fluoribacter dumoffii	463	S	19	0	19	0.00000
Sedimenticola selenatireducens	191960	S	37	0	37	0.00000
Sedimenticola thiotaurini	1543721	S	31	0	31	0.00000
Gallaecimonas mangrovi	2291597	S	32	0	32	0.00000
Gallaecimonas kandeliae	3029055	S	27	0	27	0.00000
Candidatus Ruthturnera calyptogenae	386487	S	17	0	17	0.00000
Candidatus Reidiella endopervernicosa	2738883	S	32	0	32	0.00000
Celerinatantimonas diazotrophica	412034	S	15	0	15	0.00000
Candidatus Thioglobus autotrophicus	1705394	S	10	0	10	0.00000
Solimonas sp. K1W22B-7	2303331	S	81	0	81	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	43	4	47	0.00000
Gilliamella sp. ESL0443	2704655	S	28	2	30	0.00000
Gilliamella sp. ESL0405	2704653	S	17	0	17	0.00000
Gilliamella apis	1970738	S	12	0	12	0.00000
Zophobihabitans entericus	1635327	S	10	0	10	0.00000
Cardiobacterium sp. Marseille-Q4385	2866573	S	21	0	21	0.00000
Cardiobacterium hominis	2718	S	15	0	15	0.00000
Dichelobacter nodosus	870	S	21	0	21	0.00000
Suttonella sp. R2A3	2908648	S	16	0	16	0.00000
Thiohalobacter thiocyanaticus	585455	S	47	7	54	0.00000
Thiohalobacter sp. IOR34	3057176	S	12	0	12	0.00000
Sulfurifustis variabilis	1675686	S	17	0	17	0.00000
Sulfuricaulis limicola	1620215	S	17	0	17	0.00000
Kangiella aquimarina	261965	S	16	0	16	0.00000
Kangiella profundi	1561924	S	11	0	11	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	27	0	27	0.00000
Immundisolibacter cernigliae	1810504	S	26	1	27	0.00000
Sulfurivermis fontis	1972068	S	24	3	27	0.00000
Turicimonas muris	1796652	S	6173	640	6813	0.00017
Sutterella faecalis	2584944	S	468	126	594	0.00001
Sutterella megalosphaeroides	2494234	S	339	114	453	0.00001
Sutterella wadsworthensis	40545	S	329	79	408	0.00001
Duodenibacillus massiliensis	1852381	S	641	73	714	0.00002
Burkholderia cepacia	292	S	60	34	94	0.00000
Burkholderia multivorans	87883	S	59	24	83	0.00000
Burkholderia cenocepacia	95486	S	53	102	155	0.00000
Burkholderia territorii	1503055	S	32	15	47	0.00000
Burkholderia stagnalis	1503054	S	28	10	38	0.00000
Burkholderia pseudomultivorans	1207504	S	28	10	38	0.00000
Burkholderia ubonensis	101571	S	27	13	40	0.00000
Burkholderia lata	482957	S	27	21	48	0.00000
Burkholderia ambifaria	152480	S	24	31	55	0.00000
Burkholderia aenigmatica	2015348	S	18	31	49	0.00000
Burkholderia contaminans	488447	S	17	13	30	0.00000
Burkholderia vietnamiensis	60552	S	12	37	49	0.00000
Burkholderia sp. Bp7605	1740163	S	55	17	72	0.00000
Burkholderia sp. THE68	758782	S	14	82	96	0.00000
Burkholderia sp. NRF60-BP8	1637853	S	13	74	87	0.00000
Burkholderia sp. FERM BP-3421	1494466	S	12	4	16	0.00000
Burkholderia perseverans	2615214	S	158	54	212	0.00001
Burkholderia mayonis	1385591	S	26	6	32	0.00000
Burkholderia pseudomallei	28450	S	18	69	87	0.00000
Burkholderia savannae	1637837	S	14	32	46	0.00000
Burkholderia gladioli	28095	S	28	6	34	0.00000
Burkholderia glumae	337	S	26	6	32	0.00000
Burkholderia plantarii	41899	S	17	5	22	0.00000
Paraburkholderia sp. FT54	3074437	S	69	24	93	0.00000
Paraburkholderia sp. D15	2880218	S	43	11	54	0.00000
Paraburkholderia sp. SOS3	1926494	S	38	4	42	0.00000
Paraburkholderia sp. SUR17	3034358	S	32	4	36	0.00000
Paraburkholderia sp. PGU16	2735433	S	11	4	15	0.00000
Paraburkholderia caffeinilytica	1761016	S	152	41	193	0.00000
Paraburkholderia acidisoli	2571748	S	81	14	95	0.00000
Paraburkholderia sprentiae	948107	S	70	11	81	0.00000
Paraburkholderia caribensis	75105	S	42	17	59	0.00000
Paraburkholderia phytofirmans	261302	S	41	48	89	0.00000
Paraburkholderia xenovorans	36873	S	35	28	63	0.00000
Paraburkholderia dioscoreae	2604047	S	33	20	53	0.00000
Paraburkholderia aromaticivorans	2026199	S	33	18	51	0.00000
Paraburkholderia sabiae	273251	S	33	7	40	0.00000
Paraburkholderia phenoliruptrix	252970	S	23	5	28	0.00000
Paraburkholderia phymatum	148447	S	18	7	25	0.00000
Paraburkholderia kirstenboschensis	1245436	S	17	4	21	0.00000
Paraburkholderia megapolitana	420953	S	16	1	17	0.00000
Paraburkholderia terrae	311230	S	15	15	30	0.00000
Paraburkholderia hospita	169430	S	14	13	27	0.00000
Paraburkholderia pallida	2547399	S	11	1	12	0.00000
Polynucleobacter sp. MG-6-Vaara-E2	2576932	S	36	12	48	0.00000
Polynucleobacter sp. JS-JIR-II-b4	1758390	S	26	30	56	0.00000
Polynucleobacter sp. AP-Kolm-20A-A1	2081041	S	25	18	43	0.00000
Polynucleobacter sp. AP-Sving-400A-A2	2081049	S	25	16	41	0.00000
Polynucleobacter sp. AP-Nino-20-G2	2576917	S	24	10	34	0.00000
Polynucleobacter sp. MWH-Spelu-300-X4	2689109	S	21	2	23	0.00000
Polynucleobacter sp. MWH-Aus1W21	1855880	S	21	11	32	0.00000
Polynucleobacter sp. TUM22923	3022126	S	18	1	19	0.00000
Polynucleobacter sp. MWH-UH2A	1855617	S	16	5	21	0.00000
Polynucleobacter sp. JS-Mosq-20-D10	2576922	S	16	9	25	0.00000
Polynucleobacter sp. MWH-UH35A	1855619	S	14	3	17	0.00000
Polynucleobacter sp. MWH-CaK5	2689107	S	14	1	15	0.00000
Polynucleobacter sp. HIN5	3047864	S	13	23	36	0.00000
Polynucleobacter sp. MWH-UH25E	1855616	S	12	3	15	0.00000
Polynucleobacter sp. AP-Elch-400A-B2	2576930	S	12	7	19	0.00000
Polynucleobacter sp. MWH-P3-07-1	1743173	S	10	6	16	0.00000
Polynucleobacter necessarius	576610	S	78	12	90	0.00000
Polynucleobacter paneuropaeus	2527775	S	27	8	35	0.00000
Polynucleobacter difficilis	556054	S	26	4	30	0.00000
Polynucleobacter asymbioticus	576611	S	23	4	27	0.00000
Polynucleobacter ibericus	1819725	S	15	4	19	0.00000
Polynucleobacter paludilacus	1855895	S	15	18	33	0.00000
Polynucleobacter duraquae	1835254	S	11	5	16	0.00000
Cupriavidus sp. MP-37	2884455	S	73	46	119	0.00000
Cupriavidus sp. EM10	2839983	S	35	27	62	0.00000
Cupriavidus sp. WKF15	3032282	S	23	4	27	0.00000
Cupriavidus sp. P-10	2027911	S	19	6	25	0.00000
Cupriavidus oxalaticus	96344	S	95	38	133	0.00000
Cupriavidus taiwanensis	164546	S	92	47	139	0.00000
Cupriavidus metallidurans	119219	S	60	52	112	0.00000
Cupriavidus pauculus	82633	S	52	34	86	0.00000
Cupriavidus basilensis	68895	S	36	45	81	0.00000
Cupriavidus gilardii	82541	S	30	25	55	0.00000
Cupriavidus campinensis	151783	S	28	12	40	0.00000
Cupriavidus cauae	2608999	S	25	43	68	0.00000
Cupriavidus necator	106590	S	21	13	34	0.00000
Cupriavidus pinatubonensis	248026	S	17	2	19	0.00000
Cupriavidus nantongensis	1796606	S	13	35	48	0.00000
Ralstonia insidiosa	190721	S	160	106	266	0.00001
Ralstonia solanacearum	305	S	128	98	226	0.00001
Ralstonia pickettii	329	S	79	32	111	0.00000
Ralstonia wenshanensis	2842456	S	52	9	61	0.00000
Ralstonia syzygii	28097	S	11	10	21	0.00000
Pandoraea sputorum	93222	S	38	33	71	0.00000
Pandoraea thiooxydans	445709	S	38	4	42	0.00000
Pandoraea pnomenusa	93220	S	33	36	69	0.00000
Pandoraea fibrosis	1891094	S	29	13	42	0.00000
Pandoraea oxalativorans	573737	S	25	18	43	0.00000
Pandoraea apista	93218	S	17	8	25	0.00000
Pandoraea faecigallinarum	656179	S	12	4	16	0.00000
Pandoraea norimbergensis	93219	S	11	2	13	0.00000
Lautropia mirabilis	47671	S	135	37	172	0.00000
Mycoavidus sp. B2-EB	2651972	S	46	23	69	0.00000
Mycoavidus cysteinexigens	1553431	S	26	2	28	0.00000
Candidatus Vallotia tarda	1177213	S	32	2	34	0.00000
Candidatus Vallotia sp. (ex Adelges kitamiensis)	2864217	S	20	1	21	0.00000
Caballeronia sp. SL2Y3	2878151	S	10	18	28	0.00000
Caballeronia insecticola	758793	S	10	3	13	0.00000
Limnobacter sp. SAORIC-580	2732163	S	36	2	38	0.00000
Mycetohabitans rhizoxinica	412963	S	30	2	32	0.00000
Trinickia violacea	2571746	S	25	4	29	0.00000
Ephemeroptericola cinctiostellae	2268024	S	14	2	16	0.00000
Comamonas aquatica	225991	S	176	214	390	0.00001
Comamonas sp. B21-038	2918299	S	39	18	57	0.00000
Comamonas sp. ZM22	3046670	S	36	55	91	0.00000
Comamonas sp. Y33R10-2	2853257	S	29	21	50	0.00000
Comamonas sp. NLF-1-9	2853163	S	19	6	25	0.00000
Comamonas odontotermitis	379895	S	50	27	77	0.00000
Comamonas antarctica	2743470	S	49	64	113	0.00000
Comamonas kerstersii	225992	S	40	25	65	0.00000
Comamonas thiooxydans	363952	S	29	84	113	0.00000
Comamonas testosteroni	285	S	23	121	144	0.00000
Comamonas serinivorans	1082851	S	21	7	28	0.00000
Comamonas piscis	1562974	S	21	9	30	0.00000
Comamonas fluminis	2796366	S	20	23	43	0.00000
Variovorax sp. PAMC26660	2762322	S	39	10	49	0.00000
Variovorax sp. HW608	1034889	S	38	7	45	0.00000
Variovorax sp. PAMC 28711	1795631	S	34	7	41	0.00000
Variovorax sp. PAMC28562	2762323	S	24	4	28	0.00000
Variovorax sp. PBL-H6	434009	S	12	124	136	0.00000
Variovorax paradoxus	34073	S	242	136	378	0.00001
Variovorax boronicumulans	436515	S	43	30	73	0.00000
Hydrogenophaga sp. PBC	795665	S	38	23	61	0.00000
Hydrogenophaga sp. BPS33	2651974	S	32	13	45	0.00000
Hydrogenophaga sp. PBL-H3	434010	S	30	28	58	0.00000
Hydrogenophaga sp. YM1	2806262	S	27	28	55	0.00000
Hydrogenophaga sp. SL48	2806347	S	23	5	28	0.00000
Hydrogenophaga sp. NH-16	2184519	S	17	44	61	0.00000
Hydrogenophaga sp. PAMC20947	2565558	S	15	2	17	0.00000
uncultured Hydrogenophaga sp.	199683	S	43	15	58	0.00000
Hydrogenophaga crassostreae	1763535	S	34	3	37	0.00000
Hydrogenophaga taeniospiralis	65656	S	19	7	26	0.00000
Hydrogenophaga crocea	2716225	S	11	8	19	0.00000
Hydrogenophaga pseudoflava	47421	S	10	19	29	0.00000
Rhodoferax sp. PAMC 29310	2822760	S	44	23	67	0.00000
Rhodoferax sp. AJA081-3	2752316	S	35	4	39	0.00000
Rhodoferax sp. MIZ03	2798804	S	34	26	60	0.00000
Rhodoferax ferrireducens	192843	S	55	10	65	0.00000
Rhodoferax saidenbachensis	1484693	S	27	5	32	0.00000
Rhodoferax koreense	1842727	S	24	9	33	0.00000
Rhodoferax antarcticus	81479	S	19	3	22	0.00000
uncultured Rhodoferax sp.	223188	S	14	9	23	0.00000
Rhodoferax aquaticus	2527691	S	14	6	20	0.00000
Diaphorobacter sp. HDW4B	2714925	S	89	21	110	0.00000
Diaphorobacter sp. HDW4A	2714924	S	38	68	106	0.00000
Diaphorobacter sp. Y-1	3036128	S	35	38	73	0.00000
Diaphorobacter ruginosibacter	1715720	S	58	25	83	0.00000
Diaphorobacter aerolatus	1288495	S	32	86	118	0.00000
Acidovorax sp. 5MLIR	2949090	S	41	32	73	0.00000
Acidovorax sp. JMULE5	2518343	S	32	21	53	0.00000
Acidovorax sp. RAC01	1842533	S	25	19	44	0.00000
Acidovorax sp. NCPPB 3576	2940488	S	20	17	37	0.00000
Acidovorax sp. 1608163	2478662	S	11	7	18	0.00000
Acidovorax temperans	80878	S	41	151	192	0.00000
Acidovorax carolinensis	553814	S	15	72	87	0.00000
Delftia acidovorans	80866	S	29	79	108	0.00000
Delftia tsuruhatensis	180282	S	27	215	242	0.00001
Ramlibacter tataouinensis	94132	S	159	49	208	0.00001
Polaromonas sp. JS666	296591	S	33	10	43	0.00000
Polaromonas vacuolata	37448	S	38	13	51	0.00000
Polaromonas naphthalenivorans	216465	S	22	5	27	0.00000
Paracidovorax avenae	80867	S	92	261	353	0.00001
Limnohabitans sp. MORI2	1751150	S	28	17	45	0.00000
Limnohabitans sp. 103DPR2	1678129	S	26	12	38	0.00000
Ottowia sp. oral taxon 894	1658672	S	40	11	51	0.00000
Ottowia oryzae	2109914	S	29	5	34	0.00000
Ottowia testudinis	2816950	S	13	1	14	0.00000
Paenacidovorax monticola	1926868	S	48	26	74	0.00000
Alicycliphilus denitrificans	179636	S	34	76	110	0.00000
Verminephrobacter eiseniae	364317	S	32	3	35	0.00000
Melaminivora suipulveris	2109913	S	23	20	43	0.00000
Hylemonella gracilis	80880	S	21	5	26	0.00000
Curvibacter sp. AEP1-3	1844971	S	21	9	30	0.00000
Massilia sp. H6	2970464	S	166	70	236	0.00001
Massilia sp. DM-R-R2A-13	2899220	S	70	26	96	0.00000
Massilia sp. PAMC28688	2861283	S	59	22	81	0.00000
Massilia sp. REN29	3068633	S	29	14	43	0.00000
Massilia sp. LPB0304	2769491	S	27	15	42	0.00000
Massilia sp. erpn	2738142	S	26	87	113	0.00000
Massilia sp. WG5	1707785	S	20	17	37	0.00000
Massilia sp. NP310	2861282	S	19	24	43	0.00000
Massilia sp. R2A-15	3064278	S	14	7	21	0.00000
Massilia sp. YMA4	1593482	S	11	9	20	0.00000
Massilia putida	1141883	S	86	64	150	0.00000
Massilia varians	457921	S	46	21	67	0.00000
Massilia violaceinigra	2045208	S	43	16	59	0.00000
Massilia oculi	945844	S	31	26	57	0.00000
Massilia antarctica	2765360	S	18	8	26	0.00000
Massilia forsythiae	2728020	S	10	4	14	0.00000
Pseudoduganella aquatica	2660641	S	90	45	135	0.00000
Pseudoduganella albidiflava	321983	S	61	72	133	0.00000
Pseudoduganella plicata	321984	S	55	22	77	0.00000
Pseudoduganella chitinolytica	34070	S	31	15	46	0.00000
Pseudoduganella lutea	321985	S	28	10	38	0.00000
Pseudoduganella flava	871742	S	25	7	32	0.00000
Pseudoduganella umbonata	864828	S	14	6	20	0.00000
Telluria mixta	34071	S	98	40	138	0.00000
Duganella zoogloeoides	75659	S	60	22	82	0.00000
Rugamonas sp. DEMB1	3039386	S	24	13	37	0.00000
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	62	98	160	0.00000
Janthinobacterium sp. 17J80-10	2497863	S	59	16	75	0.00000
Janthinobacterium sp. Marseille	375286	S	34	23	57	0.00000
Janthinobacterium sp. B9-8	1236179	S	24	47	71	0.00000
Janthinobacterium sp. PAMC25594	2861284	S	14	65	79	0.00000
Janthinobacterium sp. J1-1	3065910	S	13	13	26	0.00000
Oxalobacter formigenes	847	S	103	14	117	0.00000
Oxalobacter aliiformigenes	2946593	S	80	19	99	0.00000
Oxalobacter vibrioformis	933080	S	49	6	55	0.00000
Herbaspirillum sp. meg3	2025949	S	56	16	72	0.00000
